113.57,112.67,117.2,115.24,115,117.98,111.5,114.22,118.76,123.01,123.5,121.99,122,122.88,123.89,126.7,133.2,131.98,133.48,129.74,129,132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,0
112.67,117.2,115.24,115,117.98,111.5,114.22,118.76,123.01,123.5,121.99,122,122.88,123.89,126.7,133.2,131.98,133.48,129.74,129,132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,0
117.2,115.24,115,117.98,111.5,114.22,118.76,123.01,123.5,121.99,122,122.88,123.89,126.7,133.2,131.98,133.48,129.74,129,132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,0
115.24,115,117.98,111.5,114.22,118.76,123.01,123.5,121.99,122,122.88,123.89,126.7,133.2,131.98,133.48,129.74,129,132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,1
115,117.98,111.5,114.22,118.76,123.01,123.5,121.99,122,122.88,123.89,126.7,133.2,131.98,133.48,129.74,129,132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,1
117.98,111.5,114.22,118.76,123.01,123.5,121.99,122,122.88,123.89,126.7,133.2,131.98,133.48,129.74,129,132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,0
111.5,114.22,118.76,123.01,123.5,121.99,122,122.88,123.89,126.7,133.2,131.98,133.48,129.74,129,132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,0
114.22,118.76,123.01,123.5,121.99,122,122.88,123.89,126.7,133.2,131.98,133.48,129.74,129,132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,0
118.76,123.01,123.5,121.99,122,122.88,123.89,126.7,133.2,131.98,133.48,129.74,129,132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,1
123.01,123.5,121.99,122,122.88,123.89,126.7,133.2,131.98,133.48,129.74,129,132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,0
123.5,121.99,122,122.88,123.89,126.7,133.2,131.98,133.48,129.74,129,132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,1
121.99,122,122.88,123.89,126.7,133.2,131.98,133.48,129.74,129,132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,1
122,122.88,123.89,126.7,133.2,131.98,133.48,129.74,129,132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,1
122.88,123.89,126.7,133.2,131.98,133.48,129.74,129,132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,1
123.89,126.7,133.2,131.98,133.48,129.74,129,132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,0
126.7,133.2,131.98,133.48,129.74,129,132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,0
133.2,131.98,133.48,129.74,129,132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,0
131.98,133.48,129.74,129,132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,0
133.48,129.74,129,132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,1
129.74,129,132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,1
129,132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,0
132.3,128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,0
128.8,129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,1
129,129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,1
129.3,122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,0
122.29,122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,1
122.22,121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,0
121.42,121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,1
121.65,118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,0
118,111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,1
111.5,108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,1
108.3,100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,1
100,106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,1
106.35,108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,1
108.9,108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,1
108.15,104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,1
104,99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,1
99.98,99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,0
99.98999999999999,99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,1
99.51000000000001,101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,0
101.7,107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,1
107.4,108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,0
108.25,110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,1
110.15,109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,0
109.5,108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,1
108.3,107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,1
107.6,102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,1
102.74,103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,0
103.95,104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,1
104,101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,0
101.44,94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,0
94.65000000000001,94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,1
94.98999999999999,96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,1
96.61,88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,1
88.05,90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,0
90.13,77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,0
77.53,80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,1
80.53,68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,0
68.43000000000001,70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,1
70.28,74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,1
74.56,76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,1
76.52,76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,0
76.69,86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,0
86.76000000000001,88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,0
88.98,93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,1
93.59,98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,1
98.13,94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,105,1
94.69,98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,1
98.40000000000001,97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,109,1
97.45,98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,109,112.56,0
98.5,90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,109,112.56,109.99,0
90.58,92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,109,112.56,109.99,108.99,1
92.17,89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,0
89.39,90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,1
90.76000000000001,91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,1
91.61,95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,1
95.56,94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,0
94.51000000000001,96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,0
96.90000000000001,96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,1
96.02,94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,120.04,1
94.12,99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,120.04,122.11,0
99.76000000000001,101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,120.04,122.11,120.06,1
101.2,107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,120.04,122.11,120.06,126.5,0
107.99,106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,120.04,122.11,120.06,126.5,122.62,0
106.09,104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,120.04,122.11,120.06,126.5,122.62,122.39,1
104,104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,120.04,122.11,120.06,126.5,122.62,122.39,133.49,1
104.5,104,105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,120.04,122.11,120.06,126.5,122.62,122.39,133.49,135.35,1
104,105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,120.04,122.11,120.06,126.5,122.62,122.39,133.49,135.35,138.34,0
105.14,106.22,106.75,106.75,103,102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,120.04,122.11,120.06,126.5,122.62,122.39,133.49,135.35,138.34,135.85,1
106.22,106.75,106.75,103,102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,120.04,122.11,120.06,126.5,122.62,122.39,133.49,135.35,138.34,135.85,136.77,0
106.75,106.75,103,102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,120.04,122.11,120.06,126.5,122.62,122.39,133.49,135.35,138.34,135.85,136.77,126.74,0
106.75,103,102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,120.04,122.11,120.06,126.5,122.62,122.39,133.49,135.35,138.34,135.85,136.77,126.74,126.43,0
103,102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,120.04,122.11,120.06,126.5,122.62,122.39,133.49,135.35,138.34,135.85,136.77,126.74,126.43,119.15,1
102.8,103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,120.04,122.11,120.06,126.5,122.62,122.39,133.49,135.35,138.34,135.85,136.77,126.74,126.43,119.15,124.15,0
103,105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,120.04,122.11,120.06,126.5,122.62,122.39,133.49,135.35,138.34,135.85,136.77,126.74,126.43,119.15,124.15,121.66,1
105,106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,120.04,122.11,120.06,126.5,122.62,122.39,133.49,135.35,138.34,135.85,136.77,126.74,126.43,119.15,124.15,121.66,127.11,0
106.64,109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,120.04,122.11,120.06,126.5,122.62,122.39,133.49,135.35,138.34,135.85,136.77,126.74,126.43,119.15,124.15,121.66,127.11,125.91,1
109,112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,120.04,122.11,120.06,126.5,122.62,122.39,133.49,135.35,138.34,135.85,136.77,126.74,126.43,119.15,124.15,121.66,127.11,125.91,135.25,0
112.56,109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,120.04,122.11,120.06,126.5,122.62,122.39,133.49,135.35,138.34,135.85,136.77,126.74,126.43,119.15,124.15,121.66,127.11,125.91,135.25,133.13,1
109.99,108.99,113.5,113.5,119,121.21,123.3,121.15,118.5,120.04,122.11,120.06,126.5,122.62,122.39,133.49,135.35,138.34,135.85,136.77,126.74,126.43,119.15,124.15,121.66,127.11,125.91,135.25,133.13,134.98,0
